방이름,보증금,월세,전세,방 수,욕실 수,주소,평 수,관리비,주차 여부,방향,층,총 층,건축물 용도,전세여부,월세여부,부동산 이름,부동산 전화번호,복층 여부,사용승인일,내부시설,기타시설
다가구3층,"1,000",70,0,1,1,서울시 송파구 석촌동 179-9,9.36평/9.07평(전용률97%),0원,불가능,남서향(안방 기준),저,3,단독주택,0,1,"셀링선셋부동산중개
","02-3553-9128,010-3553-9128",단층,1996.10.21,"신발장, 냉장고, 세탁기, 싱크대, 벽걸이에어컨, ","현관보안, 베란다, "
다가구B1층,1억,15,0,2,1,서울시 송파구 석촌동 170-14,37.98평/10.98평(전용률29%),5만원,불가능,동향(거실 기준),B1,3,공동주택,0,1,세진공인중개사사무소,"02-413-7733,010-2366-6100",단층,-,"베란다, ",none
다가구B1층,1억,15,0,2,1,서울시 송파구 석촌동 263-9,16.63평/11.52평(전용률69%),3만원,가능,북향(안방 기준),4,5,공동주택,0,1,한솔공인중개사사무소,"02-420-8400,010-5312-5395",none,2006.01.17,"사설경비, 현관보안, 베란다, ",none
빌라3층,"2,000",73,0,2,1,서울시 송파구 석촌동 215-13,13.99평/12평(전용률86%),7만원,가능,서향(거실 기준),3,4,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",none,2001.10.30,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, "
빌라3층,"2,000",73,0,2,1,서울시 송파구 석촌동 229-7,16.63평/12.4평(전용률75%),5만원,가능,남서향(안방 기준),1,3,단독주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,1997.07.29,"신발장, 세탁기, 싱크대, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, "
양지473(주상복합) 1동16층,"3억 1,000",122,0,2,-,서울시 송파구 석촌동 263-9,9.98평/8.85평(전용률89%),3만원,가능,북동향(거실 기준),4,4,공동주택,0,1,정직한 공인중개사 사무소,02-421-5900,none,2003.12.23,"싱크대, ","인터폰, 현관보안, 베란다, "
빌라 1동5층,"1억 3,000",20,0,1,1,서울시 송파구 석촌동 293-6,9.99평/8.23평(전용률82%),15만원,불가능,북서향(안방 기준),5,6,공동주택,0,1,"크리스부동산중개
",010-9493-5356,none,2011.08.31,"냉장고, 세탁기, 싱크대, 신발장, 가스레인지, ","현관보안, CCTV, 방범창, 화재경보기, 베란다, "
일반원룸3층,"5,000",100,0,1,1,서울시 송파구 석촌동 214-17,10.51평/7.11평(전용률68%),8만원,가능,남향(거실 기준),3,5,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2022,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 천장에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 엘리베이터, 화재경보기, "
일반원룸3층,"5,000",100,0,1,1,서울시 송파구 석촌동 268-11,7.56평/6.05평(전용률80%),0원,불가능,남서향(안방 기준),1,5,공동주택,0,1,굿모닝공인중개사사무소,"02-423-2366,010-6649-2089",단층,2003.09.16,"가스레인지, 세탁기, 벽걸이에어컨, ","카드키, "
다가구,"2,000",75,0,2,1,서울시 송파구 석촌동 229-7,12.7평/12.1평(전용률95%),5만원,가능,북향(거실 기준),1,3,단독주택,0,1,정직한 공인중개사 사무소,02-421-5900,단층,1997.07.29,"신발장, 세탁기, 싱크대, 벽걸이에어컨, ","현관보안, "
다가구 빌라저층,"6,000",40,0,2,1,서울시 송파구 석촌동 165-13,10.99평/9.99평(전용률91%),5만원,불가능,남동향(거실 기준),저,3,공동주택,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",단층,1996.08.29,"싱크대, 인덕션레인지, 벽걸이에어컨, ","카드키, "
다가구 빌라저층,"6,000",40,0,1,1,서울시 송파구 석촌동 17-6,5.7평/5.7평(전용률100%),3만원,가능,남향(거실 기준),5,5,공동주택,0,1,"ok공인중개사사무소
","02-2203-1777,010-3544-0797",none,2002.12.09,"벽걸이에어컨, ","현관보안, "
빌라5층,"1,000",53,0,1,1,서울시 송파구 석촌동 293-6,9.03평/8.23평(전용률91%),5만원,가능,북향(거실 기준),5,6,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2011.08.31,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, "
일반원룸5층,1억,45,0,1,1,서울시 송파구 석촌동 293-6,9.71평/8.69평(전용률90%),5만원,가능,북향(거실 기준),5,6,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2011.08.31,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, "
일반원룸5층,"1,000",75,0,2,1,서울시 송파구 석촌동 21-8,10.58평/10.58평(전용률100%),0.0003만원,불가능,남향(안방 기준),B1,3,단독주택,0,1,"ok공인중개사사무소
","02-2203-1777,010-3544-0797",단층,1994.12.01,"현관보안, 베란다, ",none
일반원룸 1동3층,"1,000",55,0,1,1,서울시 송파구 석촌동 211-16,6.65평/5.44평(전용률82%),5만원,불가능,북향(안방 기준),3,5,공동주택,0,1,송파행운부동산공인중개사사무소,"02-423-0049,010-8252-7442",단층,2012.07.31,"냉장고, 세탁기, 싱크대, 신발장, ","현관보안, 인터폰, "
다가구1층,"2,000",75,0,2,1,서울시 송파구 석촌동 229-7,11.49평/9.37평(전용률82%),5만원,가능,북향(안방 기준),1,3,단독주택,0,1,남궁공인중개사사무소,02-425-4300,단층,1997.07.29,"세탁기, 싱크대, 벽걸이에어컨, ","인터폰, 현관보안, 방범창, "
다가구,"2,000",75,0,2,1,서울시 송파구 석촌동 229-7,10.89평/9.98평(전용률92%),5만원,불가능,북향(안방 기준),1,3,단독주택,0,1,삼성공인중개사,02-424-9977,단층,1997.07.29,none,none
일반원룸B1층,"1,000",40,0,1,1,서울시 송파구 석촌동 293-10,15.12평/6.65평(전용률44%),3만원,불가능,남서향(안방 기준),B1,3,단독주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,1993.12.30,"침대, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, 베란다, "
일반원룸B1층,"1,000",40,0,1,1,서울시 송파구 석촌동 155-3,7.56평/6.35평(전용률84%),3만원,불가능,남동향(거실 기준),1,5,공동주택,0,1,탐진공인중개사사무소,"02-422-2482,010-2078-4455",none,2002.01.29,"가스레인지, 냉장고, 세탁기, 싱크대, 벽걸이에어컨, ","인터폰, CCTV, 베란다, "
빌라1층,500,40,0,1,1,서울시 송파구 석촌동 230-20,7.01평/5.63평(전용률80%),5만원,가능,동향(안방 기준),3,4,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2004.12.10,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, 현관보안, "
일반원룸3층,"1,000",50,0,2,1,서울시 송파구 석촌동 263-9,11.36평/8.85평(전용률78%),3만원,가능,남서향(거실 기준),4,4,공동주택,0,1,잠실마이스 공인중개사 사무소,010-6471-3382,none,2003.12.23,"싱크대, 벽걸이에어컨, ","사설경비, 현관보안, 베란다, "
다가구B1층,"2,000",65,0,2,1,서울시 송파구 석촌동 170-14,13평/12.1평(전용률93%),5만원,가능,남서향(거실 기준),B1,3,단독주택,0,1,남궁공인중개사사무소,"02-425-4300,010-2989-4924",단층,1997.10.18,"벽걸이에어컨, ","베란다, "
다가구B1층,"2,000",65,0,2,1,서울시 송파구 석촌동 229-7,13.03평/13평(전용률100%),5만원,가능,남동향(거실 기준),1,3,단독주택,0,1,잠실마이스 공인중개사 사무소,010-6471-3382,단층,1997.07.29,"세탁기, 싱크대, 벽걸이에어컨, ",none
일반원룸,"1,000",50,0,1,1,서울시 송파구 석촌동 230-20,7.16평/5.63평(전용률79%),5만원,가능,동향(거실 기준),3,5,공동주택,0,1,아이파크공인중개사사무소,"02-417-7788,010-7671-7633",단층,2004.12.13,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ",none
일반원룸,"1,000",45,0,1,1,서울시 송파구 석촌동 245-30,6.43평/5.25평(전용률82%),8만원,가능,남향(안방 기준),1,5,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2013.03.21,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 방범창, "
빌라1층,"3,000",65,0,1,1,서울시 송파구 석촌동 245-7,7.99평/5.81평(전용률73%),10만원,가능,남서향(거실 기준),1,5,제1종 근린생활시설,0,1,윤공인중개사사무소,"02-466-6889,010-7574-6889",none,2021.02.10,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, 현관보안, CCTV, 무인택배함, 엘리베이터, "
빌라1층,"3,000",65,0,1,1,서울시 송파구 석촌동 272-2,13.61평/6.05평(전용률44%),2만원,불가능,남서향(안방 기준),3,3,단독주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,1988.11.04,"싱크대, ","CCTV, 베란다, "
일반원룸3층,"2,000",75,0,2,1,서울시 송파구 석촌동 229-7,11.77평/10.99평(전용률93%),5만원,가능,남동향(안방 기준),중,3,단독주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,1997.07.29,"가스레인지, 벽걸이에어컨, ",none
단독중층,"2,000",75,0,1,1,서울시 송파구 석촌동,7.99평/6.99평(전용률88%),2만원,불가능,동향(거실 기준),1,3,공동주택,0,1,신화공인중개사사무소,02-418-8004,단층,1983.03.15,"가스레인지, 냉장고, 세탁기, 전자레인지, 벽걸이에어컨, ","베란다, "
단독1층,500,30,0,1,1,서울시 송파구 석촌동 214-17,9.39평/6.37평(전용률68%),7만원,가능,남동향(거실 기준),6,6,단독주택,0,1,"배명부동산중개사무소
","02-421-7741,010-8266-4492",none,2022.03.07,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 천장에어컨, ","비디오폰, CCTV, 현관보안, 엘리베이터, 화재경보기, 무인택배함, 베란다, "
빌라6층,"1,000",60,0,1,1,서울시 송파구 석촌동 179-12,8.47평/7.05평(전용률83%),5만원,가능,남동향(거실 기준),2,5,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2003.07.11,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 방범창, 엘리베이터, "
일반원룸 진주빌라2층,"1,000",60,0,1,1,서울시 송파구 석촌동 265-5,5.74평/5.03평(전용률88%),4만원,가능,남동향(거실 기준),3,4,공동주택,0,1,잠실고구마부동산,"02-419-1199,010-6627-3560",none,1986.09.26,"가스레인지, 냉장고, 세탁기, 싱크대, ",none
일반원룸B1층,"1,000",40,0,1,1,서울시 송파구 석촌동 293-10,7.56평/7.26평(전용률96%),3만원,가능,서향(안방 기준),B1,3,단독주택,0,1,정직한 공인중개사 사무소,02-421-5900,단층,1993.12.30,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, "
일반원룸B1층,"1,000",40,0,2,1,서울시 송파구 석촌동 211-5,51.86평/11.01평(전용률21%),5만원,가능,북동향(거실 기준),4,5,단독주택,0,1,올(ALL)바른공인중개사사무소,02-518-0725,단층,2003.08.07,"신발장, 싱크대, ","방범창, 비디오폰, 현관보안, CCTV, 엘리베이터, "
다가구4층,"5,000",65,0,1,1,서울시 송파구 석촌동 293-10,8.99평/6.99평(전용률78%),3만원,불가능,북향(안방 기준),B1,3,단독주택,0,1,여기공인중개사사무소,"02-6959-6285,010-3652-8254",단층,1993.12.30,"베란다, ",none
빌라5층,1억,50,0,1,1,서울시 송파구 석촌동 293-6,8.77평/8.23평(전용률94%),0원,가능,남향(거실 기준),5,6,공동주택,0,1,잠실고구마부동산,"02-419-1199,010-6627-3560",none,2011.08.31,"냉장고, 세탁기, 싱크대, 인덕션레인지, 천장에어컨, ","카드키, "
빌라 1동1층,"3,000",65,0,1,1,서울시 송파구 석촌동 245-7,7.99평/5.81평(전용률73%),10만원,가능,남서향(안방 기준),1,5,제1종 근린생활시설,0,1,주식회사큐앤에이부동산중개,02-567-4944,none,2021.02.10,"냉장고, 세탁기, 싱크대, 인덕션레인지, ","현관보안, CCTV, 비디오폰, 화재경보기, "
일반원룸1층,"3,000",60,0,1,1,서울시 송파구 석촌동 54-21,15.12평/6.35평(전용률42%),3만원,불가능,남서향(안방 기준),1,3,단독주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,1997.01.08,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지, 벽걸이에어컨, ","인터폰, 베란다, "
일반원룸,"3,000",70,0,1,1,서울시 송파구 석촌동 245-7,16.63평/5.74평(전용률35%),10만원,가능,남서향(안방 기준),5,5,공동주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,2021.02.10,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, 엘리베이터, 화재경보기, 무인택배함, "
일반원룸,"3,000",65,0,1,1,서울시 송파구 석촌동 245-7,16.63평/5.44평(전용률33%),10만원,가능,남서향(안방 기준),1,5,단독주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,2021.02.10,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, 엘리베이터, 화재경보기, 무인택배함, "
빌라 1동2층,"5,000",100,0,1,1,서울시 송파구 석촌동 214-17,16.99평/7.11평(전용률42%),6만원,가능,동향(거실 기준),2,6,공동주택,0,1,"주식회사부동산중개법인수호
",010-4467-2251,none,2022.03.07,"냉장고, 세탁기, 싱크대, 옷장, 붙박이장, 신발장, 인덕션레인지, 샤워부스, 천장에어컨, ","현관보안, CCTV, 인터폰, 비디오폰, 카드키, 방범창, 사설경비, 화재경보기, 베란다, "
다가구5층,"7,000",55,0,2,1,서울시 송파구 석촌동 244-15,10.58평/9.64평(전용률91%),3만원,불가능,북향(안방 기준),5,5,단독주택,0,1,정직한 공인중개사 사무소,"02-421-5900,010-9226-9633",단층,2013.08.30,"신발장, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, "
단독,"1,000",50,0,2,1,서울시 송파구 석촌동,14.99평/11.99평(전용률80%),2만원,불가능,동향(거실 기준),1,3,공동주택,0,1,신화공인중개사사무소,02-418-8004,단층,1983.03.15,"가스레인지, 세탁기, ","베란다, "
일반원룸,"7,000",55,0,2,1,서울시 송파구 석촌동 244-15,12.01평/9.64평(전용률80%),3만원,불가능,동향(거실 기준),5,5,공동주택,0,1,아이파크공인중개사사무소,"02-417-7788,010-7671-7633",단층,2013.08.30,"냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ",none
다가구 빌라저층,"6,000",40,0,2,1,서울시 송파구 석촌동 165-13,11.12평/10.46평(전용률94%),5만원,불가능,남동향(안방 기준),저,3,공동주택,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",단층,1996.08.29,"붙박이장, 싱크대, 인덕션레인지, 벽걸이에어컨, ",none
다가구 빌라저층,"6,000",40,0,2,1,서울시 송파구 석촌동 170-14,7.86평/7.26평(전용률92%),5만원,불가능,북향(안방 기준),B1,3,공동주택,0,1,송파대장공인중개사사무소,"02-414-2288,010-9116-7579",단층,1997.10.18,"신발장, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, "
다가구B1층,"1,000",55,0,1,1,서울시 송파구 석촌동 293-6,9.03평/8.23평(전용률91%),5만원,가능,서향(거실 기준),5,5,공동주택,0,1,세진공인중개사사무소,"02-413-7733,010-2366-6100",none,2011.08.31,"냉장고, 세탁기, 가스레인지, ",none
석촌호수나인파크 A동저층,"1,000",82,0,2,1,서울시 송파구 석촌동 259-1,10.58평/10.58평(전용률100%),0원,불가능,북동향(거실 기준),2,5,공동주택,0,1,낙원공인중개사사무소,"02-425-3860,010-7224-8959",none,none,"현관보안, 베란다, ",none
기타,"7,000",60,0,2,1,서울시 송파구 석촌동 271-19,17.24평/13.91평(전용률81%),3만원,불가능,북동향(안방 기준),2,5,공동주택,0,1,"신신공인중개사사무소
","02-412-1134,010-8030-4303",none,2004.07.29,"사설경비, 현관보안, 베란다, ",none
기타,"2,000",90,0,2,1,서울시 송파구 석촌동 263-9,12.1평/8.85평(전용률73%),0원,가능,남향(거실 기준),4,5,공동주택,0,1,한솔공인중개사사무소,"02-420-8400,010-5312-5395",none,2003.12.23,"사설경비, 현관보안, 베란다, ",none
일반원룸저층,300,30,0,1,1,서울시 양천구 목동 526-17,4.84평/4.84평(전용률100%),5만원,불가능,동향(거실 기준),저,4,제2종 근린생활시설,0,1,강서골드공인중개사사무소,"02-2668-9831,010-9138-9831",단층,2011.06.05,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 책상, 벽걸이에어컨, ","경비원, 방범창, CCTV, 엘리베이터, 화재경보기, "
일반원룸저층,300,30,0,1,1,서울시 양천구 목동 607-14,11.79평/9.08평(전용률77%),0원,가능,동향(거실 기준),4,7,제2종 근린생활시설,0,1,마이빌공인중개사사무소,"02-2646-7776,010-7655-5133",단층,2016.07.29,"인터폰, 현관보안, 엘리베이터, ",none
일반원룸4층,"1,000",77,0,1,1,서울시 양천구 목동 604-2,6.6평/4.38평(전용률66%),5만원,가능,동향(거실 기준),5,7,제2종 근린생활시설,0,1,마이빌공인중개사사무소,"02-2646-7776,010-7655-5133",단층,2013.07.12,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, ","인터폰, CCTV, 현관보안, 엘리베이터, "
